RUC,RAZON_SOCIAL,REMYPE_DEPARTAMENTO,REMYPE_PROVINCIA,REMYPE_DISTRITO,DOMICILIO_FISCAL,APP_INFORMATICO_DEMANDAS,SIAF,ESTADO_DEUDA,TIPO_DOCUMENTO,DOC_DEVEN_O_SENTEN_JUDI,MONTO_DEUDA,DESC_NIVEL_GOBIERNO,DESC_SECTOR,DESC_PLIEGO,SEC_EJEC,DESC_EJECUTORA,OBSERVACION_GLOSA
20601380111,INVERSIONES DELTA GRUOP COMPANY S.R.L.,LIMA,HUAURA,HUACHO,SIN INFORMACION,NO,SI,SIAF,FACTURA,76,0.97,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO,301377,MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO,SERVICIO DE FLETE TERRESTRE PARA LA ACTIVIDAD 
20606201096,GRUPO CONSULTOR C & G S.A.C.,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,SIN INFORMACION,NO,SI,SIAF,ORDEN DE SERVICIO,e001-280,0.97,GOBIERNO LOCAL,LAMBAYEQUE,MUNICIPALIDAD DISTRITAL DE MONSEFU,301219,MUNICIPALIDAD DISTRITAL DE MONSEFU,COMPROMISO POR LA CONTRATATCION DE SERVICIO DE 03 CARACTERIZACION DE AGUA MUESTREO DE AGUA PARA LOS SECTORES LARAN CALAZAN Y CUSUPE PARA LA MDM
20609585341,MAFALDA CORPORATION E.I.R.L.,LIMA,LIMA,LOS OLIVOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,39,0.97,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,301347,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,"CANCELACION DE MANTENIMIENTO MAYOR DE EXCITATRIZ / ROTOR / ESTATOR DC, LIMPIEZA HORNEADO DE BOBINADO, FABRICACION DE BOCINAS METALICAS 4 Y EJES INYECTORES BARNIZ DE ACABADO EN CLASE H. DESMONTAJE / MONTAJE."
10031271369,CALLE RENTERIA VICTOR AUGUSTO,PIURA,PIURA,LAS LOMAS,SIN INFORMACION,NO,SI,SIAF,FACTURA,111,0.98,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,1114,REGION PIURA-GERENCIA SUBREG.MORROPON HUANCABAMBA,"O.S-000125 SERVICIO DE CONSULTORIA DE OBRA :""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LOS CENTROS POBLADOS DE PALAMBLA Y LA PACCHA DISTRITO DE CANCHAQUE-PROVINCIA HUANCABAMBA-DEPARTAMENTO PIURA"""
10103171712,EGAS QUISPE DANY WILMER,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,SIN INFORMACION,NO,SI,SIAF,FACTURA,57,0.98,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD DISTRITAL DE SOCOS,300451,MUNICIPALIDAD DISTRITAL DE SOCOS,por el compromiso de pago por el servicio de  supervision de obra creacion de pistas y veredas cui nro 2490971
10802094715,CESIAS ROSADO ALEX DAVID,ANCASH,SANTA,CHIMBOTE,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,342,0.98,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD PROVINCIAL DE HUARMEY,300166,MUNICIPALIDAD PROVINCIAL DE HUARMEY,SUPERVISIÓN DE LA OBRA MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL AH ALFONSO UGARTE SUR DEL DISTRITO DE CULEBRAS - PROVINCIA DE HUARMEY - DEPARTAMENTO DE ANCASH
20422104390,FINTREXPORT S.A.C.,LIMA,LIMA,LA MOLINA,SIN INFORMACION,NO,SI,SIAF,ORDEN DE COMPRA - GUÍA DE INTERNAMIENTO,048-F/FA01-4233,0.99,GOBIERNO NACIONAL,DEFENSA,M. DE DEFENSA,1123,ESCUELA NACIONAL DE MARINA MERCANTE,OC-00000048: ADQUISICIÓN DE CARNE DE RES LOMO FINO PARA RACIONAMIENTO DE LOS ASPIRANTES Y CADETE NÁUTICOS DE LA ENAMM
20494539650,PER&INGENIEROS CONSULTORES EJECUTORES S.A.C.,AYACUCHO,HUAMANGA,AYACUCHO,SIN INFORMACION,NO,SI,SIAF,FACTURA,70,0.99,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD DISTRITAL DE TAMBILLO,300452,MUNICIPALIDAD DISTRITAL DE TAMBILLO,REGISTRO DE COMPROMISO ANUAL DE PAGO DE DEUDA DEL 2022 POR SERVICIO DE EJEUCICION DE OBRA RENOVACION DE PUENTE EN LA QUEBRADA PANTION HUAYCCO DEL CAMINO VECINAL EMP AY-736 EN LA LOCALIDAD DE PALLQA                                           
20533797025,CORPORACION KILLARYS S.A.C.,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,SIN INFORMACION,NO,SI,SIAF,FACTURA,36,0.99,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA,300192,MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA,ALQUILER DE EQUIPOS
20571152976,EMPRESA MULTISERVICIOS ENRIQUE S.A.C.,ANCASH,HUARAZ,HUARAZ,SIN INFORMACION,NO,SI,SIAF,FACTURA,157,0.99,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE PAMPAS,300093,MUNICIPALIDAD DISTRITAL DE PAMPAS,COMPROMISO POR SERVICIOS DE VOLADURA DE ROCAS EN EL TRAMO LA VICTOTIA SAN GERONIMO PAMPAS GRANDE PARA EL PLAN DE CONTIGENCIA
20601258189,MULTISERVICIOS TECNICO AUTOMOTRIZ E.I.R.L.,CUSCO,CUSCO,SAN SEBASTIAN,SIN INFORMACION,NO,SI,SIAF,FACTURA,123,0.99,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,1500,GOB. REG. APURIMAC - RED DE SALUD COTABAMBAS,OS-00000247: MANTENIMIENTO CORRECTIVO DE LA AMBULANCIA EGH-006 TOYOTA HILUX DEL PS VILCARO -COYLLURQUI
20602528961,COVI CONTRATISTAS GENERALES E.I.R.L.,ANCASH,HUARAZ,INDEPENDENCIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,102,0.99,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE MASIN,300158,MUNICIPALIDAD DISTRITAL DE MASIN,COMPROMISO ANUAL POR LAS VALORIZACIONES DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO TECNIFICADO EN EL SECTOR DE CHUPA Y ANEXOS LOCALIDAD DE ACCHAS DISTRITO DE MASIN
20602533299,IMPORTACIONES HUARMEY S.A.C.-IHUASAC,ANCASH,HUARMEY,HUARMEY,SIN INFORMACION,NO,SI,SIAF,FACTURA,00002167,0.99,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,1265,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,ADQUISICION DE AZUCAR
20603322542,SATCOM DEFENSA S.A.C,LIMA,LIMA,LA MOLINA,SIN INFORMACION,NO,SI,SIAF,FACTURA,508,0.99,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,870,REGION LORETO-SALUD LORETO,Contrato-21-2022-GRL-GRSL/30: OFICIO Nº 042-2023**-META 0138**-R.O**- CONTRATO 021-2022 CONTRATACIÓN DE SERVICIO DE ACCESO A INTERNET SATELITAL PARA EL CENTRO DE SALUD CABALLOCOCHA
20609387883,CONSTRUCTORA NJS E.I.R.L,ICA,ICA,ICA,SIN INFORMACION,NO,SI,SIAF,ORDEN DE SERVICIO,6928,0.99,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,300989,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,"SERVICIO DE ELABORACION DE EXPEDIENTE TECNICO PARA EL PROYECTO, EN ATENCION AL MEMORANDUM N° 1764 - 2023  -SGADM - MDVA"
20609977729,KAD INGENIEROS & ABOGADOS CONSULTORES SOCIEDAD ANONIMA CERRADA,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SIN INFORMACION,NO,SI,SIAF,FACTURA,20,0.99,GOBIERNO LOCAL,UCAYALI,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,301820,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,OS-00002602: CONTRATACION DE 01 PERITO TASADOR
10284538787,ALLCCA NUÑEZ MARCELINO,AYACUCHO,HUAMANGA,AYACUCHO,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,415,1.00,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD PROVINCIAL DE VILCAS HUAMAN,300541,MUNICIPALIDAD PROVINCIAL DE VILCAS HUAMAN,COMPROMISO ANUAL POR EL SERVICIO  FICHA TECNICA  AGUA DE RIEGO SAN JUAN DE CHITO  Y SANTA ROSA DE CHANEN
10412307963,DIAZ HUAMAN JULIO CESAR,SAN MARTIN,SAN MARTIN,TARAPOTO,SIN INFORMACION,NO,SI,SIAF,FACTURA,000247,1.00,GOBIERNO LOCAL,SAN MARTIN,MUNICIPALIDAD DISTRITAL DE HUALLAGA,301710,MUNICIPALIDAD DISTRITAL DE HUALLAGA,PARA ACTUALIZACION DE EXPEDIENTE
20340276923,BANCUVER S.R.LTDA.,CALLAO,CALLAO,VENTANILLA,SIN INFORMACION,NO,SI,SIAF,FACTURA,107,1.00,GOBIERNO NACIONAL,DEFENSA,M. DE DEFENSA,1123,ESCUELA NACIONAL DE MARINA MERCANTE,OC-00000188: ADQUISICION DE UNIFORMES Y ACCESORIOS PARA  ASPIRANTES  A CADETE NAUTICO AF-2023 ENAMM
20565219414,DUMACO SAC,LIMA,LIMA,SAN BORJA,SIN INFORMACION,NO,SI,SIAF,FACTURA,2731,1.00,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,301261,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,RECONOCIMIENTO DE DEUDA CON RECONOCIMIENTO SIN CAUSA DEL 10 DE OCTUBRE AL 16 DE NOVIEMBRE
20602754554,GRUPO ONIX INGENIEROS S.A.C.,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SIN INFORMACION,NO,SI,SIAF,FACTURA,16,1.00,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,301543,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,REGISTRO DEL COMPROMISO ANUAL DEL PAGO POR REAJUSTES SEGUN ACTO RESOLUTIVO RG063-2023-MDP-GM DE OBRA CREACION DEL SERVICIO DE AGUA POTABLE Y TRATAMIENTO SANITARIO DE EXCRETAS EN SANTA ROSA DEL DISTRITO DE PACAIPAMPA
10282440763,ENCISO LOZANO ALFREDO,AYACUCHO,HUAMANGA,AYACUCHO,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,215,1.01,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD DISTRITAL DE CHALCOS,300520,MUNICIPALIDAD DISTRITAL DE CHALCOS,"POR EL COMPROMISO ANUAL DE SERVICIO DE SUPERVISION DE OBRA, CORRESPONDIENTE A LA VALORIZACION N° 05 MES DE ABRIL"
20605513663,ROBERLAC S.A.C.,LORETO,MAYNAS,SAN JUAN BAUTISTA,SIN INFORMACION,NO,SI,SIAF,FACTURA,392,1.14,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE YAVARI,301452,MUNICIPALIDAD DISTRITAL DE YAVARI,"Contrato-011-2023-MDY: POR LA ADQUISICION DE SUMINISTRO DE LECHE EVAPORADA, PARA EL PROGRAMA DE VASO DE LECHE. DOC REF"
20568924861,CONTRATISTAS GENERALES PACIFICO DEL PERU S.A.C.,JUNIN,HUANCAYO,CHILCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,77,1.16,GOBIERNO LOCAL,UCAYALI,MUNICIPALIDAD DISTRITAL DE MASISEA,301819,MUNICIPALIDAD DISTRITAL DE MASISEA,por el compromiso anual para el paGO DE CONTINUIDAD DE LA EJECUCION DEL PROYECTO INSTITUCION EDUCATIVA N64154B -CC NN VISTA ALEGRE-CONTRATISTA
20611649038,CONSULTORA Y SERVICIOS GENERALES INGENII S.A.C.,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SIN INFORMACION,NO,SI,SIAF,FACTURA,8,1.20,GOBIERNO LOCAL,APURIMAC,MUNICIPALIDAD DISTRITAL DE PACOBAMBA,300267,MUNICIPALIDAD DISTRITAL DE PACOBAMBA,por el compromiso anual de alquiler  de excavadora para el proyecto de chamchiccata baja paukapata y dominguillay 
20553108153,CENTRO MEDICO SOLSALUD S.A.C.,LIMA,LIMA,MAGDALENA DEL MAR,SIN INFORMACION,NO,SI,SIAF,FACTURA,025757,1.44,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO,1267,SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO,OS-00000387: SERVICIOS DE UNA CLINICA Y/O LABORATORIO PARA LA TOMA DE PRUEBAS MOLECULARES DE DETECCIÓN DE LA COVID ¿ 19 PARA EL PERSONAL DE LA SUNASS
20607457388,INVERSIONES IKER JOSE M & M S.A.C.,PIURA,AYABACA,SUYO,SIN INFORMACION,NO,SI,SIAF,FACTURA,26,1.51,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD DISTRITAL DE SUYO,301547,MUNICIPALIDAD DISTRITAL DE SUYO,POR LOS GASTOS EN ATENCION AL DECRETO DE URGENCIA N° 0009-2023
10415172163,LLIUYACC MALLCCO BELISARIO,AYACUCHO,HUAMANGA,AYACUCHO,SIN INFORMACION,NO,SI,SIAF,FACTURA,4,2.00,GOBIERNO LOCAL,HUANCAVELICA,MUNICIPALIDAD DISTRITAL DE CONGALLA,300822,MUNICIPALIDAD DISTRITAL DE CONGALLA,"OS-00000433: CONTRATACI?N DEL SERVICIO DE LIMPIEZA Y DESCOLMATACION DEL CAUCE DEL RIO PUTACCAHUAYCCO A TODO COSTO, PARA LA EJECUCI?N DEL PLAN DE TRABAJO: LIMPIEZA Y DESCOLMATACION DEL CAUCE DEL RIO PUTACCAHUAYCCO, POR PELIGRO INMINENTE ANTE EL PERIO"
20112846477,TRAVEL TIME S A,LIMA,LIMA,LA MOLINA,SIN INFORMACION,NO,SI,SIAF,RESOLUCION ADMINISTRATIVA,RA 003-2023-ANA,2.00,GOBIERNO NACIONAL,AGRARIO Y DE RIEGO,AUTORIDAD NACIONAL DEL AGUA - ANA,1358,MODERNIZACION DE LA GESTION DE LOS RECURSOS HIDRICOS,"PROVEEDOR TRAVEL TIME S.A., R.A. Nº 003-2023-MGRH-UA, POR RECONOCIMIENTO DE DEUDA PERIODO 2022"
20403950328,NEGOCIOS SILVESTRE E.I.R.L,LIMA,HUAURA,SANTA MARIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,00001090,2.00,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE ANDAJES,301384,MUNICIPALIDAD DISTRITAL DE ANDAJES,POR EL COMPROMISO ANUAL PARA LA ADQUISICION DE INSUMO PARA EL VASO DE LECHE 2024
20532097003,SERVICIOS GENERALES Y DISTRIBUIDORES ECKERD E.I.R.L.,ANCASH,SANTA,NUEVO CHIMBOTE,SIN INFORMACION,NO,SI,SIAF,FACTURA,0000992,2.00,GOBIERNO NACIONAL,DEFENSA,M. DE DEFENSA,471,MARINA DE GUERRA DEL PERU,"OFICIO N° 287/61 DE FECHA 15/02/2023 DIABASTE, ADQUISICION DE VIVERES SECOS, FRESCOS E INSUMOS DE MEJORAMIENTO DE RANCHO PARA EL PERSONAL DE COMBACHI, CORRESPONDIENTE DE ENERO A JUNIO 2023, SIE-001-22 PAC 285, CONTRATO N°001-2022 DE FECHA 28/06/202"
20602268323,T Y C PIZARRO INGENIEROS EIRL,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000108,2.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1023,REGION AMAZONAS- GERENCIA SUB REGIONAL CONDORCANQUI,POR LOS SERVICIOS PRESTADOS A LA GSRC DEL 405 DEL MONTO TOTAL DEL CONTRATO DE ACTUALIZACION DEL EXPEDIENTE TECNICO
20605062637,AFFARI VI.VE S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,240,2.00,GOBIERNO LOCAL,JUNIN,MUNICIPALIDAD DISTRITAL DE HUASICANCHA,301016,MUNICIPALIDAD DISTRITAL DE HUASICANCHA,POR EL COMPROMISO DE ADQUISICION DE COMPRA DE INSUMOS PARA LA ACTIVIDAD DE FESTIVIDAD TRADICIONAL DE CRUCES DEL CENTRO POBLADO DE HUASICANCHA.
20605513663,ROBERLAC S.A.C.,LORETO,MAYNAS,SAN JUAN BAUTISTA,SIN INFORMACION,NO,SI,SIAF,ORDEN DE COMPRA - GUÍA DE INTERNAMIENTO,0000123,2.00,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE TIGRE,301447,MUNICIPALIDAD DISTRITAL DE TIGRE,POR EL COMPROMISO ANUAL DE LA ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE
20481770182,CORPORACION DE LOS ANDES E.I.R.L.,LIMA,LIMA,SAN BORJA,SIN INFORMACION,NO,SI,SIAF,FACTURA,1386,2.10,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE NAMORA,300559,MUNICIPALIDAD DISTRITAL DE NAMORA,"POR EL COMPROMISO ANUAL DE LA CONTRATACION DE SUMINISTRO DE BIEN ALIMENTICIO HOJUELA PRECOCIDA DE AVENA, QUINUA KIWICHA, CON SOYA, MACA Y MAÍZ CHUFLA ENRIQUECIDA CON VITAMINAS Y MINERALES PARA EL PVL PERIODO ENERO-DICIEMBRE 2023"
10067358177,RIVERA REGALADO DANIEL ARMANDO,LIMA,LIMA,LIMA CERCADO,SIN INFORMACION,NO,SI,SIAF,FACTURA,2820,2.14,GOBIERNO NACIONAL,OFICINA NACIONAL DE PROCESOS ELECTORALES,OFICINA NACIONAL DE PROCESOS ELECTORALES,479,OFICINA NACIONAL DE PROCESOS ELECTORALES,Contrato-39-2023-ONPE: ADQUISICION DIARIOS Y REVISTA  FUNC 2023
20605513663,ROBERLAC S.A.C.,LORETO,MAYNAS,SAN JUAN BAUTISTA,SIN INFORMACION,NO,SI,SIAF,FACTURA,607,2.40,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE ALTO NANAY,301423,MUNICIPALIDAD DISTRITAL DE ALTO NANAY,POR EL COMPROMISO ANUAL DE LA ADQUISICIÓN DE INSUMOS LÁCTEOS PARA EL PROGRAMA DEL VASO DE LECHE 2023
20602123104,DIAGNOSTOOLS S.A.C.,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,NO,SI,SIAF,FACTURA,001254,2.88,GOBIERNO NACIONAL,EDUCACION,M. DE EDUCACION,1442,MEJORAMIENTO DE LA CALIDAD DE LA EDUCACION BASICA Y SUPERIOR,RECONOCIMIENTO DE DEUDA R.A. 026-2023-MINEDU
20368759172,PERU FAX COURIER E.I.R.LTDA.,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,1919,3.53,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,780,REGION CAJAMARCA-TRANSPORTES,"Contrato-04-2023-GR-CAJ/DRTC: SERVICIO DE COURIER Y MENSAJER?A A NIVEL LOCAL, DISTRITAL, PROVINCIAL, REGIONAL Y NACIONAL, PARA LA DISTRIBUCI?N DE LA CORRESPONDENCIA DE LA DIRECCI?N REGIONAL DE TRANSPORSTES Y COMUNICACIONES CAJAMARCA- (CONTRATO N?"
20600002717,CAFELE CONSULTORES Y CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,AREQUIPA,AREQUIPA,PAUCARPATA,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),MEN N° 540-2023,4.00,GOBIERNO LOCAL,PUNO,MUNICIPALIDAD DISTRITAL DE ASILLO,301611,MUNICIPALIDAD DISTRITAL DE ASILLO,POR EL COMPROMISO ANUAL DE PAGO DE RETENCION DE DETRACCION CORRESPONDIENTE  A L AÑO 2022 CREACION DEL COLISEO CERRADO EN LA LOCALIDAD DE ASILLO
20513590891,INKA TOURS & COURRIER S.A.C.,LIMA,LIMA,SANTIAGO DE SURCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,0005325,4.01,GOBIERNO NACIONAL,ECONOMIA Y FINANZAS,SUPERINTENDECIA DEL MERCADO DE VALORES - SMV,1274,SUPERINTENDECIA DEL MERCADO DE VALORES - SMV,ADQUISICION DE PASAJES AEREOS INTERNACIONALES PARA FUNCIONEARIOS DE LA SMV
20606088630,CORPORACION SINAPSYS S.A.C.,LIMA,LIMA,LOS OLIVOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,193,4.61,GOBIERNO NACIONAL,AGRARIO Y DE RIEGO,SERVICIO NACIONAL DE SANIDAD AGRARIA - SENASA,720,PROGRAMA DE DESARROLLO DE SANIDAD AGROPECUARIA - PRODESA,NIVEL CENTRAL - MANTENIMIENTO PREVENTIVO ESTEREOMICROSCOPIO
20388307677,CUARZO TRAVEL S.R.LTDA,LIMA,LIMA,MIRAFLORES,SIN INFORMACION,NO,SI,SIAF,FACTURA,0000002,4.71,GOBIERNO NACIONAL,ECONOMIA Y FINANZAS,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,1273,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,8UIT/8B7200 DIVISION DE CONTRATACIONES/ SERVICIO DE AGENCIAMIENTO DE PASAJES AEREOSNACIONALES PARA LA SUNAT
20602123104,DIAGNOSTOOLS S.A.C.,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),F011-1229,5.73,GOBIERNO NACIONAL,EDUCACION,M. DE EDUCACION,1442,MEJORAMIENTO DE LA CALIDAD DE LA EDUCACION BASICA Y SUPERIOR,"RECONOCIMIENTO DE DEUDA - ADQUISICION DE BIENES ITEM 08, 09, 10, 13,15 , 16, 18 Y 22CP-12-2022"
20605155813,GRUPO JLA EXPERTOS EN OBRAS VIALES SOCIEDAD ANONIMA CERRADA,PUNO,AZANGARO,AZANGARO,SIN INFORMACION,NO,SI,SIAF,FACTURA,93,6.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,909,REGION PUNO-TRANSPORTES,"Contrato-025-2023GR/DRTC/UA: SERVICIO DE SUPERVISION DEL MNTTO PERIODICO DE LA RED VIAL DPTAL PAVIMENTADA RUTA PU-111, EMP"
20521254999,DISEÑO Y CODIFICACION EIRL,LIMA,LIMA,LINCE,SIN INFORMACION,NO,SI,SIAF,FACTURA,7931,6.78,GOBIERNO NACIONAL,AGRARIO Y DE RIEGO,SERVICIO NACIONAL DE SANIDAD AGRARIA-SENASA,157,SERVICIO NACIONAL DE SANIDAD AGRARIA-SENASA,adq. de ganchos y porta credenciales
20568682085,EMPRESA DE SERVICIOS MULTIPLES TIMEDEL SOCIEDAD ANONIMA CERRADA,JUNIN,JUNIN,JUNIN,SIN INFORMACION,NO,SI,SIAF,FACTURA,405,7.60,GOBIERNO LOCAL,JUNIN,MUNICIPALIDAD PROVINCIAL DE JUNIN,301086,MUNICIPALIDAD PROVINCIAL DE JUNIN,POR LA ADQUISICION DE AGREGADOS PARA EL CUMPLIMIENTO DE LA META 4
20601711002,CORPORACION AGROINDUSTRIAL SEMILLERISTA DEL CENTRO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,JUNIN,HUANCAYO,HUANCAYO,SIN INFORMACION,NO,SI,SIAF,FACTURA,395,7.80,GOBIERNO LOCAL,HUANCAVELICA,MUNICIPALIDAD DISTRITAL DE ÑAHUIMPUQUIO,300877,MUNICIPALIDAD DISTRITAL DE ÑAHUIMPUQUIO,OC-00000163: ADQUISICION DE PRODUCTOS DEL PROGRAMA VASO DE LECHE (LECHE EVAPORADA - GLORIA ENTERA DE 410 GR) EN MERITO AL DS N? 111-2023-EF
20232663694,AG VIAJES Y TURISM QUIQUIRIQUI TOURS SRL,SAN MARTIN,SAN MARTIN,TARAPOTO,SIN INFORMACION,NO,SI,SIAF,RESUMEN DE SERVICIOS,010-2023-BID4428,8.67,GOBIERNO NACIONAL,ECONOMIA Y FINANZAS,M. DE ECONOMIA Y FINANZAS,1721,OFICINA GENERAL DE INVERSIONES Y PROYECTOS,"3.2.1.Reprogramación de Un (01) pasajes aereodesplazamiento del Sr. Fabio Elias Gomes, Consultor Especialista en TI, con el objetivo de efectuar una visita técnica a las instalaciones de los laboratorios de la Universidad Nacional de San Agustín de A"
20539818288,CORPSAN S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,135,9.03,GOBIERNO NACIONAL,INTERIOR,M. DEL INTERIOR,29,III DIRTEPOL - TRUJILLO,Contrato-94-LL DEPINCRI  HCO: SERVICIO DE ALIMENTACION PARA EL PERSONAL PNP DE DEPINCRI HUAMACHUCO AF-2024
20539818288,CORPSAN S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,136,9.03,GOBIERNO NACIONAL,INTERIOR,M. DEL INTERIOR,29,III DIRTEPOL - TRUJILLO,Contrato-134-LL TRANSI HCO 24: SERVICIO DE ALIMENTACION PARA EL PERSONAL PNP DE TRANSITO HUAMACHUCO AF-2024
20531092504,CONSTRUCTORA Y CONSULTORA CALIFORNIA S.A.C.,ANCASH,HUARAZ,INDEPENDENCIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,43,9.36,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE QUILLO,300247,MUNICIPALIDAD DISTRITAL DE QUILLO,CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DEL SISTEMA DE REPRESAMIENTO DEL SECTOR CHAQUICOCHA DE LA LOCALIDAD DE PUNAP DEL DISTRITO DE QUILLO - PROVINCIA DE YUNGAY - DEPARTAMENTO DE ANCASH
